county,date,labor.force,employed,unemployment,unemployment.rate
Los Angeles County,2011-08-01,4937700,4306800,630900,12.8
Madera County,2011-08-01,62200,52600,9600,15.4
Marin County,2011-08-01,135200,125100,10100,7.5
Mariposa County,2011-08-01,9450,8430,1020,10.8
Mendocino County,2011-08-01,41380,36820,4550,11
Merced County,2011-08-01,114800,95700,19100,16.6
Modoc County,2011-08-01,3770,3250,530,14.1
Mono County,2011-08-01,8780,7890,880,10
Monterey County,2011-08-01,224500,200900,23500,10.5
Napa County,2011-08-01,71800,65100,6700,9.3
Nevada County,2011-08-01,49960,44530,5430,10.9
Orange County,2011-08-01,1548600,1403800,144800,9.4
Placer County,2011-08-01,173900,155100,18900,10.9
Plumas County,2011-08-01,9370,8020,1350,14.4
Riverside County,2011-08-01,977200,843200,134000,13.7
Sacramento County,2011-08-01,682600,599200,83400,12.2
San Benito County,2011-08-01,28400,24500,3900,13.7
San Bernardino County,2011-08-01,887500,770200,117400,13.2
San Diego County,2011-08-01,1530600,1368300,162300,10.6
San Francisco County,2011-08-01,498700,457800,41000,8.2
San Joaquin County,2011-08-01,312500,263600,48900,15.6
San Luis Obispo County,2011-08-01,135400,122300,13100,9.7
San Mateo County,2011-08-01,402800,372000,30800,7.6
Santa Barbara County,2011-08-01,215800,196100,19700,9.1
Santa Clara County,2011-08-01,942800,854300,88500,9.4
Santa Cruz County,2011-08-01,143100,126500,16500,11.5
Shasta County,2011-08-01,77400,65600,11800,15.2
Sierra County,2011-08-01,1690,1460,220,13
Siskiyou County,2011-08-01,19710,16690,3020,15.3
Solano County,2011-08-01,203600,178700,24900,12.2
Sonoma County,2011-08-01,247500,221900,25600,10.3
Stanislaus County,2011-08-01,247600,209100,38500,15.5
Sutter County,2011-08-01,47900,40400,7500,15.7
Tehama County,2011-08-01,25170,21260,3910,15.5
Trinity County,2011-08-01,5630,4810,820,14.6
Tulare County,2011-08-01,204500,171100,33400,16.3
Tuolumne County,2011-08-01,23320,20140,3180,13.6
Ventura County,2011-08-01,429000,383200,45700,10.7
Yolo County,2011-08-01,102100,90700,11500,11.3
Yuba County,2011-08-01,29300,24500,4700,16
Alameda County,2012-08-01,800900,729500,71400,8.9
Alpine County,2012-08-01,490,430,60,12.2
Amador County,2012-08-01,14650,12920,1730,11.8
Butte County,2012-08-01,101100,89000,12100,12
Calaveras County,2012-08-01,20510,18080,2430,11.8
Colusa County,2012-08-01,11980,10120,1850,15.4
Contra Costa County,2012-08-01,537200,488400,48800,9.1
Del Norte County,2012-08-01,10350,8940,1410,13.6
El Dorado County,2012-08-01,88800,80000,8900,10
Fresno County,2012-08-01,443900,381600,62400,14.1
Glenn County,2012-08-01,12870,11040,1840,14.3
Humboldt County,2012-08-01,63800,57700,6100,9.6
Imperial County,2012-08-01,80100,55300,24800,31
Kern County,2012-08-01,399100,350500,48600,12.2
Kings County,2012-08-01,58800,50700,8100,13.8
Lake County,2012-08-01,30090,26520,3570,11.9
Lassen County,2012-08-01,11290,9980,1310,11.6
Los Angeles County,2012-08-01,4912700,4361200,551400,11.2
Madera County,2012-08-01,62500,54200,8400,13.4
Marin County,2012-08-01,138200,129400,8800,6.4
Mariposa County,2012-08-01,9200,8280,920,10
Mendocino County,2012-08-01,41470,37550,3920,9.5
Merced County,2012-08-01,115500,98200,17300,15
Modoc County,2012-08-01,3830,3350,480,12.5
Mono County,2012-08-01,8560,7700,870,10.2
Monterey County,2012-08-01,224400,203200,21200,9.4
Napa County,2012-08-01,73100,67300,5900,8.1
Nevada County,2012-08-01,48870,44310,4560,9.3
Orange County,2012-08-01,1557100,1431000,126100,8.1
Placer County,2012-08-01,174800,158500,16300,9.3
Plumas County,2012-08-01,8980,7790,1190,13.3
Riverside County,2012-08-01,982700,863100,119600,12.2
Sacramento County,2012-08-01,681900,610100,71800,10.5
San Benito County,2012-08-01,28700,25200,3500,12.2
San Bernardino County,2012-08-01,888400,784100,104300,11.7
San Diego County,2012-08-01,1545300,1401000,144400,9.3
San Francisco County,2012-08-01,512600,477500,35100,6.8
San Joaquin County,2012-08-01,311500,268500,43000,13.8
San Luis Obispo County,2012-08-01,138200,126700,11500,8.3
San Mateo County,2012-08-01,414500,387600,26900,6.5
Santa Barbara County,2012-08-01,217100,199500,17600,8.1
Santa Clara County,2012-08-01,960000,883500,76500,8
Santa Cruz County,2012-08-01,144100,129100,14900,10.3
Shasta County,2012-08-01,76100,65700,10400,13.7
Sierra County,2012-08-01,1510,1320,190,12.6
Siskiyou County,2012-08-01,18990,16380,2610,13.7
Solano County,2012-08-01,203100,181600,21500,10.6
Sonoma County,2012-08-01,248100,226300,21800,8.8
Stanislaus County,2012-08-01,246100,211900,34200,13.9
Sutter County,2012-08-01,47100,40200,6900,14.6
Tehama County,2012-08-01,25050,21680,3380,13.5
Trinity County,2012-08-01,5590,4880,700,12.5
Tulare County,2012-08-01,200500,169300,31100,15.5
Tuolumne County,2012-08-01,22530,19760,2770,12.3
Ventura County,2012-08-01,429400,388700,40700,9.5
Yolo County,2012-08-01,102800,92400,10400,10.1
Yuba County,2012-08-01,28600,24400,4200,14.7
Alameda County,2013-08-01,805300,746200,59100,7.3
Alpine County,2013-08-01,490,440,50,10.2
Amador County,2013-08-01,14620,13200,1420,9.7
Butte County,2013-08-01,102800,92600,10200,9.9
Calaveras County,2013-08-01,20630,18700,1930,9.4
Colusa County,2013-08-01,11740,10140,1600,13.6
Contra Costa County,2013-08-01,539600,498800,40700,7.5
Del Norte County,2013-08-01,10170,9010,1160,11.4
El Dorado County,2013-08-01,88300,81000,7300,8.3
Fresno County,2013-08-01,440300,386900,53400,12.1
Glenn County,2013-08-01,12850,11330,1520,11.8
Humboldt County,2013-08-01,62200,57200,5000,8
Imperial County,2013-08-01,78500,56800,21700,27.6
Inyo County,2013-08-01,9610,8900,710,7.4
Kern County,2013-08-01,399300,355700,43600,10.9
Kings County,2013-08-01,58200,51100,7100,12.2
Lake County,2013-08-01,30030,27030,3010,10
Lassen County,2013-08-01,10940,9900,1040,9.5
Los Angeles County,2013-08-01,4986900,4489100,497800,10
Madera County,2013-08-01,63400,56300,7100,11.2
Marin County,2013-08-01,139700,132400,7300,5.2
Mariposa County,2013-08-01,8980,8250,730,8.1
Mendocino County,2013-08-01,41110,37870,3230,7.9
Merced County,2013-08-01,115300,100300,14900,12.9
Modoc County,2013-08-01,3670,3290,380,10.4
Mono County,2013-08-01,8630,7960,670,7.8
Monterey County,2013-08-01,225300,206900,18400,8.2
Napa County,2013-08-01,74500,69600,4800,6.4
Nevada County,2013-08-01,48850,45090,3760,7.7
Orange County,2013-08-01,1566200,1460400,105800,6.8
Placer County,2013-08-01,175600,162200,13400,7.6
Plumas County,2013-08-01,8680,7740,940,10.8
Riverside County,2013-08-01,993100,890400,102700,10.3
Sacramento County,2013-08-01,680400,619900,60500,8.9
San Benito County,2013-08-01,29200,26200,3000,10.3
San Bernardino County,2013-08-01,893600,804300,89300,10
San Diego County,2013-08-01,1545300,1421900,123400,8
San Francisco County,2013-08-01,518600,490100,28500,5.5
San Joaquin County,2013-08-01,315900,278900,37000,11.7
San Luis Obispo County,2013-08-01,136800,127200,9600,7
San Mateo County,2013-08-01,420100,397800,22300,5.3
Santa Barbara County,2013-08-01,217000,201900,15100,7
Santa Clara County,2013-08-01,974700,911300,63400,6.5
Santa Cruz County,2013-08-01,143600,130800,12800,8.9
Shasta County,2013-08-01,75600,67200,8400,11.1
Sierra County,2013-08-01,1490,1330,160,10.7
Siskiyou County,2013-08-01,18520,16420,2100,11.3
Solano County,2013-08-01,203300,185100,18200,9
Sonoma County,2013-08-01,251600,234100,17500,7
Stanislaus County,2013-08-01,244300,215100,29100,11.9
Sutter County,2013-08-01,46100,40400,5700,12.4
Tehama County,2013-08-01,25360,22570,2800,11
Trinity County,2013-08-01,5480,4920,560,10.2
Tulare County,2013-08-01,201400,174100,27400,13.6
Tuolumne County,2013-08-01,21760,19560,2190,10.1
Ventura County,2013-08-01,429900,394700,35200,8.2
Yolo County,2013-08-01,101900,93300,8600,8.4
Yuba County,2013-08-01,28200,24800,3500,12.4
Alameda County,2014-08-01,811000,761600,49400,6.1
Alpine County,2014-08-01,510,460,40,7.8
Amador County,2014-08-01,14540,13390,1150,7.9
Butte County,2014-08-01,100900,92300,8600,8.5
Calaveras County,2014-08-01,20380,18780,1600,7.9
Colusa County,2014-08-01,11630,10240,1380,11.9
Contra Costa County,2014-08-01,541400,506900,34500,6.4
Del Norte County,2014-08-01,9780,8800,990,10.1
El Dorado County,2014-08-01,87800,81800,6000,6.8
Fresno County,2014-08-01,441500,395300,46200,10.5
Glenn County,2014-08-01,12740,11420,1320,10.4
Humboldt County,2014-08-01,61700,57600,4100,6.6
Imperial County,2014-08-01,79100,56400,22700,28.7
Inyo County,2014-08-01,9430,8810,620,6.6
Kern County,2014-08-01,398800,360600,38200,9.6
Kings County,2014-08-01,57900,51800,6100,10.5
Lake County,2014-08-01,30040,27560,2480,8.3
Lassen County,2014-08-01,10580,9710,870,8.2
Los Angeles County,2014-08-01,5012400,4578600,433700,8.7
Madera County,2014-08-01,62400,56200,6300,10.1
Marin County,2014-08-01,140000,133700,6200,4.4
Mariposa County,2014-08-01,8790,8170,620,7.1
Mendocino County,2014-08-01,40870,38160,2710,6.6
Merced County,2014-08-01,113800,100800,12900,11.3
Modoc County,2014-08-01,3450,3150,300,8.7
Mono County,2014-08-01,8590,8030,560,6.5
Monterey County,2014-08-01,227700,211900,15700,6.9
Napa County,2014-08-01,74100,70100,4000,5.4
Nevada County,2014-08-01,47380,44280,3090,6.5
Orange County,2014-08-01,1568300,1477200,91100,5.8
Placer County,2014-08-01,175700,164500,11100,6.3
Plumas County,2014-08-01,8520,7770,760,8.9
Riverside County,2014-08-01,1008700,920000,88700,8.8
Sacramento County,2014-08-01,680000,629500,50400,7.4
San Benito County,2014-08-01,29200,26700,2500,8.6
San Bernardino County,2014-08-01,902100,827000,75000,8.3
San Diego County,2014-08-01,1545800,1443200,102700,6.6
San Francisco County,2014-08-01,532100,507900,24200,4.5
San Joaquin County,2014-08-01,314300,283000,31200,9.9
San Luis Obispo County,2014-08-01,137900,129700,8200,5.9
San Mateo County,2014-08-01,429700,410900,18800,4.4
Santa Barbara County,2014-08-01,217900,204900,13100,6
Santa Clara County,2014-08-01,994300,941400,52900,5.3
Santa Cruz County,2014-08-01,143500,132800,10700,7.5
Shasta County,2014-08-01,75300,68500,6800,9
Sierra County,2014-08-01,1420,1300,120,8.5
Siskiyou County,2014-08-01,18310,16590,1720,9.4
Solano County,2014-08-01,202900,187600,15300,7.5
Sonoma County,2014-08-01,257800,243200,14600,5.7
Stanislaus County,2014-08-01,243800,218800,25000,10.3
Sutter County,2014-08-01,45600,40700,4800,10.5
Tehama County,2014-08-01,25050,22700,2350,9.4
Trinity County,2014-08-01,5510,5080,430,7.8
Tulare County,2014-08-01,197700,173400,24300,12.3
Tuolumne County,2014-08-01,21480,19700,1780,8.3
Ventura County,2014-08-01,425700,395800,29900,7
Yolo County,2014-08-01,102500,95200,7300,7.1
Yuba County,2014-08-01,28100,25100,2900,10.3
Alameda County,2015-08-01,822200,782700,39500,4.8
Alpine County,2015-08-01,530,490,40,7.5
Amador County,2015-08-01,14450,13570,880,6.1
Butte County,2015-08-01,100700,93800,7000,7
Calaveras County,2015-08-01,20700,19450,1250,6
Colusa County,2015-08-01,11630,10500,1130,9.7
Contra Costa County,2015-08-01,546500,519100,27400,5
Del Norte County,2015-08-01,9840,9050,790,8
El Dorado County,2015-08-01,87800,83100,4700,5.4
Fresno County,2015-08-01,440100,400500,39600,9
Glenn County,2015-08-01,12950,11900,1050,8.1
Humboldt County,2015-08-01,61600,58200,3400,5.5
Imperial County,2015-08-01,77800,56700,21100,27.1
Inyo County,2015-08-01,9210,8720,490,5.3
Kern County,2015-08-01,393800,357000,36700,9.3
Kings County,2015-08-01,57900,52700,5200,9
Lake County,2015-08-01,29680,27680,1990,6.7
Lassen County,2015-08-01,10520,9840,680,6.5
Los Angeles County,2015-08-01,4961500,4632300,329200,6.6
Madera County,2015-08-01,60200,54600,5500,9.1
Marin County,2015-08-01,139900,134800,5000,3.6
Mariposa County,2015-08-01,8700,8240,460,5.3
Mendocino County,2015-08-01,40140,38050,2090,5.2
Merced County,2015-08-01,114700,103800,10900,9.5
Modoc County,2015-08-01,3420,3180,240,7
Mono County,2015-08-01,8470,8030,440,5.2
Monterey County,2015-08-01,228900,215400,13500,5.9
Napa County,2015-08-01,75000,71800,3200,4.3
Nevada County,2015-08-01,48400,45920,2480,5.1
Orange County,2015-08-01,1581600,1510000,71600,4.5
Placer County,2015-08-01,176400,167700,8700,4.9
Plumas County,2015-08-01,8360,7720,640,7.7
Riverside County,2015-08-01,1029200,957100,72100,7
Sacramento County,2015-08-01,685500,644800,40700,5.9
San Benito County,2015-08-01,29800,27900,1900,6.4
San Bernardino County,2015-08-01,914300,854800,59500,6.5
San Diego County,2015-08-01,1551700,1470600,81100,5.2
San Francisco County,2015-08-01,545700,525900,19800,3.6
San Joaquin County,2015-08-01,315500,289700,25800,8.2
San Luis Obispo County,2015-08-01,136100,129500,6500,4.8
San Mateo County,2015-08-01,437600,422800,14800,3.4
Santa Barbara County,2015-08-01,217300,206600,10700,4.9
Santa Clara County,2015-08-01,1016500,974600,41900,4.1
Santa Cruz County,2015-08-01,144300,135600,8700,6
Shasta County,2015-08-01,74400,69100,5300,7.1
Sierra County,2015-08-01,1360,1260,100,7.4
Siskiyou County,2015-08-01,18330,16940,1400,7.6
Solano County,2015-08-01,204800,192500,12300,6
Sonoma County,2015-08-01,259200,247900,11200,4.3
Stanislaus County,2015-08-01,244500,223900,20600,8.4
Sutter County,2015-08-01,46100,42200,3900,8.5
Tehama County,2015-08-01,25210,23320,1890,7.5
Trinity County,2015-08-01,5470,5130,340,6.2
Tulare County,2015-08-01,202200,180600,21500,10.6
Tuolumne County,2015-08-01,21640,20220,1410,6.5
Ventura County,2015-08-01,421000,396400,24700,5.9
Yolo County,2015-08-01,104200,98000,6200,6
Yuba County,2015-08-01,28100,25800,2300,8.2
Alameda County,2016-08-01,835500,797500,38100,4.6
Alpine County,2016-08-01,490,460,40,8.2
Amador County,2016-08-01,14720,13890,840,5.7
Butte County,2016-08-01,101000,94300,6700,6.6
Calaveras County,2016-08-01,21000,19850,1150,5.5
Colusa County,2016-08-01,11010,9870,1140,10.4
Contra Costa County,2016-08-01,555700,529600,26100,4.7
Del Norte County,2016-08-01,9800,9100,700,7.1
El Dorado County,2016-08-01,89200,84700,4500,5
Fresno County,2016-08-01,448100,409800,38300,8.5
Glenn County,2016-08-01,12900,11870,1030,8
Humboldt County,2016-08-01,61800,58700,3100,5
Imperial County,2016-08-01,76200,55000,21200,27.8
Inyo County,2016-08-01,8990,8550,440,4.9
Kern County,2016-08-01,390400,352300,38100,9.8
Kings County,2016-08-01,57400,52300,5100,8.9
Lake County,2016-08-01,29610,27770,1840,6.2
Lassen County,2016-08-01,10140,9520,620,6.1
Los Angeles County,2016-08-01,5040400,4756600,283800,5.6
Madera County,2016-08-01,61100,56100,5100,8.3
Marin County,2016-08-01,141100,136200,4900,3.5
Mariposa County,2016-08-01,8100,7650,450,5.6
Mendocino County,2016-08-01,39960,37980,1990,5
Merced County,2016-08-01,114400,104000,10500,9.2
Modoc County,2016-08-01,3370,3160,210,6.2
Mono County,2016-08-01,8500,8070,430,5.1
Monterey County,2016-08-01,226800,214200,12600,5.6
Napa County,2016-08-01,74000,70900,3000,4.1
Nevada County,2016-08-01,48700,46400,2310,4.7
Orange County,2016-08-01,1593600,1524600,69000,4.3
Placer County,2016-08-01,180700,172300,8300,4.6
Plumas County,2016-08-01,8370,7790,570,6.8
Riverside County,2016-08-01,1050700,979700,71100,6.8
Sacramento County,2016-08-01,698700,659500,39200,5.6
San Benito County,2016-08-01,30500,28700,1900,6.2
San Bernardino County,2016-08-01,928300,871000,57300,6.2
San Diego County,2016-08-01,1569700,1491500,78200,5
San Francisco County,2016-08-01,559700,540400,19300,3.4
San Joaquin County,2016-08-01,319500,295000,24600,7.7
San Luis Obispo County,2016-08-01,137100,130700,6400,4.7
San Mateo County,2016-08-01,445300,431000,14300,3.2
Santa Barbara County,2016-08-01,215900,205400,10400,4.8
Santa Clara County,2016-08-01,1033900,992800,41100,4
Santa Cruz County,2016-08-01,144800,136500,8300,5.7
Shasta County,2016-08-01,74800,69800,4900,6.6
Sierra County,2016-08-01,1330,1250,90,6.8
Siskiyou County,2016-08-01,18310,17040,1280,7
Solano County,2016-08-01,207200,195500,11700,5.6
Sonoma County,2016-08-01,261200,250700,10500,4
Stanislaus County,2016-08-01,247100,227800,19300,7.8
Sutter County,2016-08-01,46400,42800,3600,7.8
Tehama County,2016-08-01,25370,23570,1800,7.1
Trinity County,2016-08-01,5280,4960,310,5.9
Tulare County,2016-08-01,203200,181700,21500,10.6
Tuolumne County,2016-08-01,21680,20390,1300,6
Ventura County,2016-08-01,422000,398100,23900,5.7
Yolo County,2016-08-01,107000,101000,5900,5.5
Yuba County,2016-08-01,28500,26200,2300,8.1
Alameda County,2017-08-01,841700,808000,33700,4
Alpine County,2017-08-01,490,460,40,8.2
Amador County,2017-08-01,14880,14150,730,4.9
Butte County,2017-08-01,101500,95600,6000,5.9
Calaveras County,2017-08-01,21470,20480,990,4.6
Colusa County,2017-08-01,11110,10070,1040,9.4
Contra Costa County,2017-08-01,560100,537000,23100,4.1
Del Norte County,2017-08-01,9900,9280,620,6.3
El Dorado County,2017-08-01,89900,86000,4000,4.4
Fresno County,2017-08-01,447100,412500,34600,7.7
Glenn County,2017-08-01,12720,11800,920,7.2
Humboldt County,2017-08-01,61800,59000,2800,4.5
Imperial County,2017-08-01,72100,55800,16300,22.6
Inyo County,2017-08-01,8730,8360,370,4.2
Kern County,2017-08-01,387700,354400,33300,8.6
Kings County,2017-08-01,57600,53200,4400,7.6
Lake County,2017-08-01,29990,28370,1620,5.4
Lassen County,2017-08-01,9930,9420,510,5.1
Los Angeles County,2017-08-01,5088100,4821000,267100,5.2
Madera County,2017-08-01,60900,56400,4500,7.4
Marin County,2017-08-01,140600,136200,4400,3.1
Mariposa County,2017-08-01,8330,7930,400,4.8
Mendocino County,2017-08-01,40090,38370,1720,4.3
Merced County,2017-08-01,115000,105500,9500,8.3
Modoc County,2017-08-01,3300,3090,210,6.4
Mono County,2017-08-01,8640,8230,410,4.7
Monterey County,2017-08-01,227800,216100,11700,5.1
Napa County,2017-08-01,74700,72100,2600,3.5
Nevada County,2017-08-01,49020,46960,2070,4.2
Orange County,2017-08-01,1607800,1546100,61700,3.8
Placer County,2017-08-01,181900,174500,7400,4.1
Plumas County,2017-08-01,8240,7710,530,6.4
Riverside County,2017-08-01,1071000,1008700,62300,5.8
Sacramento County,2017-08-01,699600,665300,34300,4.9
San Benito County,2017-08-01,30900,29300,1600,5.2
San Bernardino County,2017-08-01,941800,891700,50000,5.3
San Diego County,2017-08-01,1574800,1506800,68000,4.3
San Francisco County,2017-08-01,566500,548300,18200,3.2
San Joaquin County,2017-08-01,326500,304800,21700,6.6
San Luis Obispo County,2017-08-01,137800,132400,5400,3.9
San Mateo County,2017-08-01,447500,434200,13300,3
Santa Barbara County,2017-08-01,215900,206600,9300,4.3
Santa Clara County,2017-08-01,1044800,1009000,35900,3.4
Santa Cruz County,2017-08-01,143800,136900,6900,4.8
Shasta County,2017-08-01,74500,70400,4100,5.5
Sierra County,2017-08-01,1310,1240,80,6.1
Siskiyou County,2017-08-01,18110,16970,1140,6.3
Solano County,2017-08-01,209300,199000,10200,4.9
Sonoma County,2017-08-01,262600,253400,9100,3.5
Stanislaus County,2017-08-01,246600,229600,17000,6.9
Sutter County,2017-08-01,46900,43600,3200,6.8
Tehama County,2017-08-01,25690,24060,1640,6.4
Trinity County,2017-08-01,5120,4850,270,5.3
Tulare County,2017-08-01,204700,184300,20400,10
Tuolumne County,2017-08-01,21600,20470,1130,5.2
Ventura County,2017-08-01,420900,400600,20300,4.8
Yolo County,2017-08-01,107200,102000,5200,4.9
Yuba County,2017-08-01,28900,26900,2000,6.9
Alameda County,2018-08-01,842000,814700,27200,3.2
Alpine County,2018-08-01,490,460,30,6.1
Amador County,2018-08-01,14710,14120,590,4
Butte County,2018-08-01,101200,96200,5000,4.9
Calaveras County,2018-08-01,21530,20670,860,4
Colusa County,2018-08-01,10880,9940,940,8.6
Contra Costa County,2018-08-01,560400,541500,18900,3.4
